time,altitude,pitch,roll,yaw,lat,lon,speed,acceleration,temperature,vibrations,landing_force,batt_check,igniter_check,gps_check,Pression
10.66,2937.916,,100.642,7.459,46.78194457,-71.27540289,204.339,-16.357,-6.014,8.59,,1,1,1,680.847
10.71,2948.113,,101.033,7.453,46.78194469,-71.2753855,203.524,-16.254,-6.08,1.599,,1,1,1,679.961
10.76,2958.269,,101.378,7.491,46.78194482,-71.27536814,202.714,-16.153,-6.146,5.896,,1,1,1,679.079
10.81,2968.384,,101.784,7.565,46.78194495,-71.27535084,201.908,-16.079,-6.212,9.401,,1,1,1,678.2
10.86,2978.46,,102.308,7.657,46.78194507,-71.27533356,201.105,-16.034,-6.277,3.451,,1,1,1,677.325
10.91,2988.495,,102.678,7.752,46.7819452,-71.27531634,200.304,-16.01,-6.343,5.449,,1,1,1,676.453
10.96,2998.49,,103.039,7.834,46.78194532,-71.27529915,199.504,-15.979,-6.408,6.294,,1,1,1,675.584
11.01,3008.445,,103.433,7.894,46.78194545,-71.27528198,198.707,-15.925,-6.472,7.029,,1,1,1,674.719
11.06,3018.361,,103.831,7.925,46.78194557,-71.27526484,197.912,-15.863,-6.537,8.976,,1,1,1,673.858
11.11,3028.237,,104.238,7.921,46.7819457,-71.27524771,197.12,-15.81,-6.601,0.838,,1,1,1,673
11.16,3038.073,,104.639,7.893,46.78194582,-71.27523062,196.331,-15.748,-6.665,0.606,,1,1,1,672.145
11.21,3047.87,,105.048,7.859,46.78194595,-71.27521354,195.545,-15.676,-6.729,7.403,,1,1,1,671.294
11.26,3057.627,,105.487,7.837,46.78194607,-71.27519649,194.764,-15.588,-6.792,1.977,,1,1,1,670.446
11.31,3067.346,,105.889,7.84,46.7819462,-71.27517946,193.986,-15.517,-6.855,1.723,,1,1,1,669.601
11.36,3077.026,,106.305,7.874,46.78194632,-71.27516246,193.212,-15.455,-6.918,0.206,,1,1,1,668.76
11.41,3086.667,,106.699,7.936,46.78194645,-71.27514552,192.441,-15.399,-6.981,7.406,,1,1,1,667.923
11.46,3096.27,,107.134,8.011,46.78194657,-71.27512859,191.672,-15.351,-7.043,6.47,,1,1,1,667.088
11.51,3105.835,,107.563,8.078,46.78194669,-71.27511171,190.905,-15.325,-7.105,3.491,,1,1,1,666.257
11.56,3115.361,,107.98,8.122,46.78194682,-71.27509484,190.14,-15.277,-7.167,9.948,,1,1,1,665.429
11.61,3124.849,,108.439,8.147,46.78194694,-71.275078,189.378,-15.221,-7.229,7.038,,1,1,1,664.605
11.66,3134.299,,108.844,8.162,46.78194706,-71.27506119,188.617,-15.189,-7.29,0.267,,1,1,1,663.784
11.71,3143.71,,109.22,8.172,46.78194718,-71.2750444,187.859,-15.137,-7.352,7.478,,1,1,1,662.966
11.76,3153.085,,109.627,8.171,46.78194731,-71.27502762,187.104,-15.086,-7.413,0.159,,1,1,1,662.152
11.81,3162.421,,110.038,8.158,46.78194743,-71.27501088,186.351,-15.024,-7.473,5.099,,1,1,1,661.34
11.86,3171.72,,110.442,8.145,46.78194755,-71.27499414,185.601,-14.952,-7.534,5.127,,1,1,1,660.532
11.91,3180.981,,110.866,8.142,46.78194767,-71.27497744,184.855,-14.884,-7.594,7.955,,1,1,1,659.728
11.96,3190.205,,111.305,8.152,46.7819478,-71.27496076,184.113,-14.816,-7.654,0.368,,1,1,1,658.926
12.01,3199.392,,111.707,8.176,46.78194792,-71.27494412,183.374,-14.754,-7.714,5.78,,1,1,1,658.128
12.06,3208.543,,112.087,8.215,46.78194804,-71.27492751,182.638,-14.7,-7.773,2.552,,1,1,1,657.349
12.11,3217.656,,112.698,8.263,46.78194816,-71.27491094,181.903,-14.667,-7.832,5.999,,1,1,1,656.597
12.16,3226.733,,113.236,8.313,46.78194828,-71.27489441,181.171,-14.649,-7.891,4.358,,1,1,1,655.848
12.21,3235.773,,113.857,8.36,46.7819484,-71.2748779,180.438,-14.648,-7.95,5.305,,1,1,1,655.103
12.26,3244.777,,114.325,8.394,46.78194852,-71.2748614,179.706,-14.615,-8.009,5.35,,1,1,1,654.36
12.31,3253.744,,114.654,8.404,46.78194864,-71.27484492,178.977,-14.572,-8.067,1.186,,1,1,1,653.621
12.36,3262.675,,115.063,8.393,46.78194876,-71.27482845,178.249,-14.513,-8.125,2.982,,1,1,1,652.884
12.41,3271.569,,115.453,8.373,46.78194888,-71.274812,177.525,-14.449,-8.183,4.649,,1,1,1,652.15
12.46,3280.427,,115.918,8.354,46.781949,-71.27479557,176.804,-14.39,-8.24,3.383,,1,1,1,651.42
12.51,3289.249,,116.359,8.349,46.78194912,-71.27477916,176.086,-14.332,-8.298,5.568,,1,1,1,650.692
12.56,3298.036,,116.761,8.36,46.78194924,-71.27476278,175.371,-14.264,-8.355,3.358,,1,1,1,649.967
12.61,3306.787,,117.179,8.386,46.78194936,-71.27474642,174.66,-14.209,-8.412,6.807,,1,1,1,649.246
12.66,3315.502,,117.577,8.422,46.78194948,-71.27473011,173.95,-14.177,-8.468,3.372,,1,1,1,648.527
12.71,3324.182,,118.042,8.467,46.7819496,-71.27471382,173.242,-14.147,-8.525,4.976,,1,1,1,647.811
12.76,3332.826,,118.471,8.523,46.78194972,-71.27469754,172.535,-14.116,-8.581,7.908,,1,1,1,647.098
12.81,3341.435,,118.899,8.58,46.78194984,-71.2746813,171.83,-14.084,-8.637,6.942,,1,1,1,646.388
12.86,3350.009,,119.293,8.633,46.78194996,-71.27466508,171.127,-14.042,-8.693,8.076,,1,1,1,645.681
12.91,3358.548,,119.697,8.675,46.78195008,-71.27464888,170.426,-14.007,-8.748,4.132,,1,1,1,644.977
12.96,3367.052,,120.109,8.699,46.7819502,-71.27463269,169.727,-13.971,-8.803,5.197,,1,1,1,644.275
13.01,3375.521,,120.51,8.708,46.78195032,-71.27461653,169.029,-13.935,-8.858,5.701,,1,1,1,643.577
13.06,3383.955,,120.923,8.702,46.78195044,-71.27460039,168.333,-13.904,-8.913,2.373,,1,1,1,642.881
13.11,3392.354,,121.304,8.685,46.78195056,-71.27458425,167.639,-13.848,-8.968,7.651,,1,1,1,642.188
13.16,3400.719,,121.696,8.669,46.78195068,-71.27456815,166.948,-13.782,-9.022,9.496,,1,1,1,641.498
13.21,3409.049,,122.086,8.664,46.7819508,-71.27455207,166.261,-13.727,-9.076,8.552,,1,1,1,640.811
13.26,3417.345,,122.491,8.673,46.78195091,-71.274536,165.576,-13.682,-9.13,5.887,,1,1,1,640.127
13.31,3425.606,,122.88,8.7,46.78195103,-71.27451997,164.892,-13.649,-9.184,3.163,,1,1,1,639.446
13.36,3433.834,,123.294,8.741,46.78195115,-71.27450397,164.211,-13.615,-9.237,0.282,,1,1,1,638.767
13.41,3442.028,,123.744,8.794,46.78195127,-71.27448798,163.531,-13.579,-9.291,2.537,,1,1,1,638.091
13.46,3450.187,,124.147,8.853,46.78195138,-71.27447203,162.852,-13.555,-9.344,8.816,,1,1,1,637.418
13.51,3458.313,,124.568,8.912,46.7819515,-71.27445611,162.176,-13.522,-9.397,8.168,,1,1,1,636.748
13.56,3466.405,,125.063,8.964,46.78195163,-71.2744402,161.5,-13.498,-9.449,0.371,,1,1,1,636.081
13.61,3474.463,,125.524,9.008,46.78195174,-71.2744243,160.826,-13.462,-9.502,4.587,,1,1,1,635.416
13.66,3482.487,,125.866,9.045,46.78195186,-71.27440843,160.154,-13.437,-9.554,5.923,,1,1,1,634.754
13.71,3490.478,,126.289,9.073,46.78195197,-71.27439258,159.482,-13.412,-9.606,1.595,,1,1,1,634.095
13.76,3498.436,,126.68,9.093,46.78195209,-71.27437674,158.812,-13.382,-9.657,7.693,,1,1,1,633.439
13.81,3506.359,,127.092,9.105,46.78195221,-71.27436092,158.144,-13.35,-9.709,9.761,,1,1,1,632.786
13.86,3514.25,,127.501,9.112,46.78195232,-71.2743451,157.477,-13.315,-9.76,7.436,,1,1,1,632.135
13.91,3522.107,,127.898,9.117,46.78195244,-71.27432931,156.813,-13.27,-9.811,2.536,,1,1,1,631.487
13.96,3529.931,,128.297,9.123,46.78195256,-71.27431353,156.151,-13.216,-9.862,5.402,,1,1,1,630.841
14.01,3537.722,,128.687,9.133,46.78195268,-71.27429776,155.491,-13.162,-9.913,8.7,,1,1,1,630.199
14.06,3545.481,,129.112,9.152,46.78195279,-71.27428202,154.834,-13.128,-9.963,5.311,,1,1,1,629.559
14.11,3553.206,,129.519,9.178,46.78195291,-71.27426631,154.179,-13.088,-10.013,3.251,,1,1,1,628.922
14.16,3560.898,,129.913,9.204,46.78195302,-71.27425061,153.525,-13.044,-10.063,9.825,,1,1,1,628.287
14.21,3568.558,,130.315,9.225,46.78195314,-71.27423494,152.874,-13.012,-10.113,3.596,,1,1,1,627.656
14.26,3576.186,,130.775,9.237,46.78195325,-71.2742193,152.224,-12.98,-10.163,4.15,,1,1,1,627.026
14.31,3583.781,,131.24,9.243,46.78195338,-71.27420369,151.576,-12.962,-10.212,7.196,,1,1,1,626.4
14.36,3591.343,,131.612,9.248,46.78195349,-71.27418809,150.928,-12.957,-10.261,5.788,,1,1,1,625.776
14.41,3598.874,,132.029,9.254,46.78195361,-71.27417252,150.28,-12.942,-10.31,5.563,,1,1,1,625.155
14.46,3606.371,,132.481,9.268,46.78195372,-71.27415695,149.634,-12.918,-10.359,0.645,,1,1,1,624.537
14.51,3613.837,,132.924,9.3,46.78195384,-71.27414141,148.988,-12.892,-10.407,5.184,,1,1,1,623.921
14.56,3621.27,,133.324,9.35,46.78195395,-71.27412588,148.344,-12.87,-10.456,9.768,,1,1,1,623.308
14.61,3628.671,,133.74,9.409,46.78195407,-71.27411034,147.702,-12.835,-10.504,4.101,,1,1,1,622.698
14.66,3636.041,,134.148,9.478,46.78195419,-71.27409484,147.061,-12.797,-10.552,7.731,,1,1,1,622.09
14.71,3643.378,,134.547,9.555,46.7819543,-71.27407934,146.422,-12.751,-10.599,2.097,,1,1,1,621.485
14.76,3650.683,,134.958,9.631,46.78195441,-71.27406384,145.786,-12.708,-10.647,1.875,,1,1,1,620.882
14.81,3657.956,,135.38,9.703,46.78195453,-71.27404838,145.151,-12.663,-10.694,6.864,,1,1,1,620.282
14.86,3665.198,,135.786,9.769,46.78195464,-71.27403294,144.519,-12.626,-10.741,9.578,,1,1,1,619.685
14.91,3672.408,,136.189,9.823,46.78195476,-71.27401751,143.889,-12.597,-10.788,2.479,,1,1,1,619.09
14.96,3679.587,,136.574,9.857,46.78195488,-71.27400211,143.26,-12.562,-10.835,9.079,,1,1,1,618.498
15.01,3686.734,,136.983,9.87,46.78195499,-71.27398673,142.632,-12.533,-10.881,7.137,,1,1,1,617.909
15.06,3693.85,,137.407,9.866,46.7819551,-71.27397138,142.006,-12.517,-10.928,0.639,,1,1,1,617.322
15.11,3700.935,,137.738,9.85,46.78195522,-71.27395605,141.38,-12.509,-10.974,2.715,,1,1,1,616.738
15.16,3707.988,,138.149,9.826,46.78195534,-71.27394072,140.755,-12.496,-11.019,9.732,,1,1,1,616.168
15.21,3715.01,,138.567,9.798,46.78195545,-71.27392543,140.131,-12.481,-11.065,3.747,,1,1,1,615.619
15.26,3722.001,,138.982,9.776,46.78195556,-71.27391013,139.507,-12.462,-11.111,2.334,,1,1,1,615.072
15.31,3728.961,,139.409,9.772,46.78195567,-71.27389485,138.885,-12.436,-11.156,7.441,,1,1,1,614.528
15.36,3735.89,,139.81,9.794,46.7819558,-71.27387958,138.264,-12.403,-11.201,8.934,,1,1,1,613.986
15.41,3742.787,,140.219,9.839,46.78195591,-71.27386433,137.645,-12.363,-11.246,7.933,,1,1,1,613.446
15.46,3749.654,,140.635,9.902,46.78195602,-71.2738491,137.028,-12.323,-11.29,0.264,,1,1,1,612.909
15.51,3756.49,,141.053,9.98,46.78195613,-71.27383387,136.412,-12.3,-11.335,9.405,,1,1,1,612.374
15.56,3763.295,,141.463,10.072,46.78195624,-71.27381867,135.798,-12.268,-11.379,6.179,,1,1,1,611.841
15.61,3770.07,,141.865,10.173,46.78195636,-71.27380348,135.185,-12.238,-11.423,0.742,,1,1,1,611.311
15.66,3776.814,,142.275,10.276,46.78195648,-71.2737883,134.574,-12.209,-11.467,7.313,,1,1,1,610.784
15.71,3783.527,,142.69,10.373,46.78195659,-71.27377315,133.964,-12.19,-11.51,3.794,,1,1,1,610.258
15.76,3790.21,,143.092,10.461,46.7819567,-71.27375801,133.355,-12.168,-11.554,2.788,,1,1,1,609.736
15.81,3796.863,,143.52,10.531,46.78195682,-71.2737429,132.747,-12.151,-11.597,0.736,,1,1,1,609.215
15.86,3803.485,,143.93,10.582,46.78195693,-71.2737278,132.14,-12.13,-11.64,0.726,,1,1,1,608.697
15.91,3810.077,,144.36,10.617,46.78195704,-71.27371271,131.534,-12.107,-11.683,5.09,,1,1,1,608.181
15.96,3816.639,,144.808,10.638,46.78195715,-71.27369764,130.929,-12.09,-11.726,3.265,,1,1,1,607.668
16.01,3823.17,,145.233,10.647,46.78195727,-71.27368258,130.325,-12.063,-11.768,5.945,,1,1,1,607.157
16.06,3829.671,,145.629,10.654,46.78195738,-71.27366754,129.722,-12.056,-11.81,0.647,,1,1,1,606.648
16.11,3836.142,,146.039,10.668,46.78195749,-71.2736525,129.12,-12.046,-11.852,2.458,,1,1,1,606.142
16.16,3842.583,,146.441,10.694,46.7819576,-71.27363748,128.518,-12.017,-11.894,5.977,,1,1,1,605.638
16.21,3848.994,,146.847,10.728,46.78195772,-71.27362248,127.918,-11.985,-11.936,9.91,,1,1,1,605.136
16.26,3855.375,,147.255,10.766,46.78195783,-71.27360747,127.32,-11.956,-11.977,1.805,,1,1,1,604.637
16.31,3861.726,,147.662,10.805,46.78195794,-71.27359248,126.723,-11.91,-12.019,7.64,,1,1,1,604.14
16.36,3868.047,,148.073,10.846,46.78195806,-71.27357751,126.129,-11.87,-12.06,7.521,,1,1,1,603.646
16.41,3874.339,,148.5,10.887,46.78195817,-71.27356255,125.536,-11.849,-12.101,4.211,,1,1,1,603.153
16.46,3880.601,,148.886,10.928,46.78195828,-71.27354763,124.944,-11.829,-12.141,1.012,,1,1,1,602.664
16.51,3886.833,,149.34,10.966,46.7819584,-71.27353271,124.353,-11.802,-12.182,0.231,,1,1,1,602.176
16.56,3893.036,,149.787,11.005,46.78195851,-71.27351781,123.763,-11.787,-12.222,4.001,,1,1,1,601.691
16.61,3899.21,,150.252,11.048,46.78195862,-71.27350293,123.174,-11.776,-12.262,9.248,,1,1,1,601.208
16.66,3905.354,,150.609,11.098,46.78195873,-71.27348808,122.585,-11.771,-12.302,3.552,,1,1,1,600.727
16.71,3911.468,,151.083,11.152,46.78195885,-71.27347323,121.997,-11.748,-12.342,6.874,,1,1,1,600.249
16.76,3917.553,,151.486,11.21,46.78195896,-71.2734584,121.41,-11.731,-12.382,9.154,,1,1,1,599.772
16.81,3923.609,,151.835,11.273,46.78195907,-71.27344359,120.824,-11.719,-12.421,3.46,,1,1,1,599.299
16.86,3929.636,,152.198,11.343,46.78195918,-71.27342878,120.238,-11.727,-12.46,1.062,,1,1,1,598.827
16.91,3935.633,,152.637,11.419,46.78195929,-71.27341398,119.652,-11.718,-12.499,5.16,,1,1,1,598.358
16.96,3941.601,,153.08,11.493,46.7819594,-71.27339919,119.067,-11.682,-12.538,0.255,,1,1,1,597.891
17.01,3947.54,,153.471,11.556,46.78195952,-71.27338441,118.483,-11.656,-12.577,2.177,,1,1,1,597.426
17.06,3953.449,,153.866,11.606,46.78195963,-71.27336964,117.902,-11.623,-12.615,9.373,,1,1,1,596.964
17.11,3959.33,,154.271,11.643,46.78195974,-71.27335487,117.321,-11.602,-12.653,9.732,,1,1,1,596.504
17.16,3965.181,,154.678,11.665,46.78195986,-71.27334012,116.741,-11.573,-12.691,8.606,,1,1,1,596.046
17.21,3971.004,,155.087,11.672,46.78195996,-71.27332539,116.164,-11.546,-12.729,9.863,,1,1,1,595.591
17.26,3976.798,,155.491,11.665,46.78196007,-71.27331066,115.587,-11.52,-12.767,3.349,,1,1,1,595.137
17.31,3982.563,,155.902,11.649,46.78196019,-71.27329595,115.011,-11.499,-12.804,0.803,,1,1,1,594.686
17.36,3988.299,,156.3,11.623,46.7819603,-71.27328126,114.437,-11.488,-12.841,4.951,,1,1,1,594.237
17.41,3994.007,,156.708,11.595,46.78196041,-71.27326658,113.863,-11.483,-12.879,4.512,,1,1,1,593.791
17.46,3999.685,,157.118,11.576,46.78196052,-71.27325191,113.289,-11.464,-12.915,6.698,,1,1,1,593.347
17.51,4005.335,,157.525,11.572,46.78196063,-71.27323726,112.716,-11.442,-12.952,8.368,,1,1,1,592.905
17.56,4010.957,,157.933,11.584,46.78196074,-71.27322262,112.144,-11.431,-12.989,5.566,,1,1,1,592.465
17.61,4016.55,,158.314,11.616,46.78196086,-71.27320799,111.573,-11.417,-13.025,6.312,,1,1,1,592.027
17.66,4022.114,,158.727,11.673,46.78196096,-71.27319337,111.003,-11.396,-13.061,9.698,,1,1,1,591.592
17.71,4027.65,,159.123,11.757,46.78196107,-71.27317877,110.433,-11.378,-13.097,0.35,,1,1,1,591.159
17.76,4033.158,,159.527,11.868,46.78196119,-71.27316417,109.865,-11.352,-13.133,1.2,,1,1,1,590.728
17.81,4038.637,,159.932,12,46.7819613,-71.27314958,109.298,-11.335,-13.169,7.548,,1,1,1,590.299
17.86,4044.087,,160.328,12.15,46.78196141,-71.273135,108.732,-11.315,-13.204,7.842,,1,1,1,589.873
17.91,4049.51,,160.739,12.312,46.78196152,-71.27312043,108.167,-11.291,-13.239,0.295,,1,1,1,589.448
17.96,4054.904,,161.144,12.479,46.78196163,-71.27310588,107.603,-11.261,-13.274,2.503,,1,1,1,589.026
18.01,4060.27,,161.54,12.643,46.78196174,-71.27309134,107.04,-11.236,-13.309,1.21,,1,1,1,588.607
18.06,4065.608,,161.941,12.802,46.78196185,-71.27307682,106.479,-11.222,-13.344,3.6,,1,1,1,588.189
18.11,4070.918,,162.352,12.944,46.78196196,-71.27306233,105.918,-11.216,-13.378,3.711,,1,1,1,587.773
18.16,4076.2,,162.769,13.061,46.78196207,-71.27304783,105.357,-11.213,-13.413,3.217,,1,1,1,587.36
18.21,4081.454,,163.198,13.147,46.78196218,-71.27303335,104.797,-11.196,-13.447,6.658,,1,1,1,586.949
18.26,4086.68,,163.608,13.203,46.7819623,-71.27301889,104.238,-11.187,-13.481,9.555,,1,1,1,586.54
18.31,4091.878,,164.024,13.235,46.7819624,-71.27300443,103.678,-11.178,-13.515,2.688,,1,1,1,586.134
18.36,4097.048,,164.427,13.243,46.78196252,-71.27298999,103.12,-11.156,-13.548,9.725,,1,1,1,585.729
18.41,4102.19,,164.839,13.229,46.78196262,-71.27297555,102.563,-11.14,-13.582,7.849,,1,1,1,585.327
18.46,4107.304,,165.239,13.199,46.78196273,-71.27296113,102.006,-11.135,-13.615,6.589,,1,1,1,584.927
18.51,4112.39,,165.668,13.157,46.78196285,-71.27294671,101.449,-11.122,-13.648,0.532,,1,1,1,584.529
18.56,4117.449,,166.06,13.109,46.78196295,-71.27293229,100.894,-11.104,-13.681,4.408,,1,1,1,584.133
18.61,4122.48,,166.437,13.065,46.78196307,-71.2729179,100.339,-11.085,-13.714,3.958,,1,1,1,583.739
18.66,4127.483,,166.818,13.034,46.78196317,-71.27290351,99.785,-11.062,-13.746,9.071,,1,1,1,583.348
18.71,4132.458,,167.225,13.024,46.78196328,-71.27288913,99.232,-11.05,-13.778,4.98,,1,1,1,582.959
18.76,4137.406,,167.608,13.035,46.7819634,-71.27287477,98.681,-11.027,-13.811,0.486,,1,1,1,582.572
18.81,4142.326,,168.003,13.065,46.7819635,-71.2728604,98.13,-11.01,-13.843,5.97,,1,1,1,582.187
18.86,4147.219,,168.434,13.117,46.78196362,-71.27284605,97.58,-10.988,-13.874,9.934,,1,1,1,581.804
18.91,4152.084,,168.838,13.194,46.78196372,-71.27283172,97.031,-10.975,-13.906,0.392,,1,1,1,581.423
18.96,4156.922,,169.25,13.293,46.78196384,-71.2728174,96.482,-10.97,-13.937,4.65,,1,1,1,581.045
19.01,4161.732,,169.645,13.41,46.78196394,-71.27280308,95.934,-10.953,-13.969,9.075,,1,1,1,580.668
19.06,4166.515,,170.016,13.541,46.78196405,-71.27278878,95.386,-10.94,-14,1.859,,1,1,1,580.294
19.11,4171.271,,170.399,13.684,46.78196416,-71.2727745,94.84,-10.923,-14.031,3.568,,1,1,1,579.922
19.16,4175.999,,170.804,13.832,46.78196427,-71.27276021,94.294,-10.906,-14.061,6.939,,1,1,1,579.552
19.21,4180.7,,171.227,13.977,46.78196438,-71.27274595,93.749,-10.893,-14.092,6.895,,1,1,1,579.184
19.26,4185.374,,171.597,14.114,46.78196449,-71.27273169,93.205,-10.883,-14.122,9.338,,1,1,1,578.819
19.31,4190.021,,171.999,14.238,46.7819646,-71.27271744,92.661,-10.88,-14.153,0.068,,1,1,1,578.455
19.36,4194.64,,172.411,14.349,46.78196471,-71.27270321,92.117,-10.86,-14.183,4.434,,1,1,1,578.094
19.41,4199.233,,172.833,14.447,46.78196482,-71.27268899,91.574,-10.858,-14.213,5.998,,1,1,1,577.734
19.46,4203.798,,173.22,14.532,46.78196493,-71.27267477,91.032,-10.848,-14.242,2.554,,1,1,1,577.377
19.51,4208.336,,173.621,14.602,46.78196504,-71.27266056,90.49,-10.828,-14.272,6.599,,1,1,1,577.036
19.56,4212.847,,174.026,14.66,46.78196514,-71.27264635,89.949,-10.819,-14.301,9.512,,1,1,1,576.701
19.61,4217.331,,174.432,14.71,46.78196526,-71.27263217,89.408,-10.812,-14.33,2.625,,1,1,1,576.369
19.66,4221.788,,174.83,14.753,46.78196536,-71.27261799,88.868,-10.794,-14.359,9.538,,1,1,1,576.038
19.71,4226.218,,175.236,14.791,46.78196548,-71.27260381,88.328,-10.781,-14.388,1.357,,1,1,1,575.709
19.76,4230.62,,175.607,14.826,46.78196558,-71.27258964,87.789,-10.773,-14.417,3.34,,1,1,1,575.383
19.81,4234.996,,176.019,14.858,46.78196569,-71.27257548,87.251,-10.756,-14.445,8.489,,1,1,1,575.058
19.86,4239.346,,176.429,14.888,46.7819658,-71.27256132,86.714,-10.75,-14.473,5.083,,1,1,1,574.736
19.91,4243.668,,176.83,14.917,46.7819659,-71.27254718,86.176,-10.738,-14.501,6.229,,1,1,1,574.415
19.96,4247.963,,177.248,14.944,46.78196602,-71.27253305,85.64,-10.718,-14.529,4.857,,1,1,1,574.097
20.01,4252.232,,177.628,14.969,46.78196612,-71.27251892,85.104,-10.706,-14.557,1.228,,1,1,1,573.78
20.06,4256.474,,178.025,14.99,46.78196623,-71.27250481,84.569,-10.697,-14.585,5,,1,1,1,573.465
20.11,4260.689,,178.433,15.009,46.78196634,-71.27249069,84.035,-10.689,-14.612,6.025,,1,1,1,573.153
20.16,4264.877,,178.823,15.03,46.78196645,-71.27247659,83.501,-10.66,-14.639,5.531,,1,1,1,572.842
20.21,4269.039,,179.205,15.057,46.78196656,-71.27246248,82.968,-10.644,-14.666,2.79,,1,1,1,572.533
20.26,4273.174,,179.623,15.092,46.78196667,-71.27244841,82.436,-10.632,-14.693,1.341,,1,1,1,572.227
20.31,4277.283,,180.008,15.136,46.78196678,-71.27243433,81.905,-10.618,-14.72,3.666,,1,1,1,571.922
20.36,4281.364,,180.414,15.192,46.78196689,-71.27242027,81.374,-10.608,-14.746,2.285,,1,1,1,571.619
20.41,4285.42,,180.815,15.263,46.781967,-71.2724062,80.844,-10.594,-14.773,3.415,,1,1,1,571.319
20.46,4289.449,,181.201,15.351,46.7819671,-71.27239216,80.315,-10.579,-14.799,2.584,,1,1,1,571.02
20.51,4293.451,,181.631,15.458,46.78196722,-71.27237813,79.786,-10.572,-14.825,2.062,,1,1,1,570.723
20.56,4297.428,,182.031,15.582,46.78196732,-71.2723641,79.258,-10.557,-14.851,6.111,,1,1,1,570.428
20.61,4301.377,,182.418,15.72,46.78196743,-71.27235008,78.73,-10.552,-14.876,1.292,,1,1,1,570.135
20.66,4305.301,,182.818,15.872,46.78196754,-71.27233608,78.203,-10.554,-14.902,1.065,,1,1,1,569.844
20.71,4309.198,,183.199,16.036,46.78196765,-71.27232208,77.675,-10.544,-14.927,3.642,,1,1,1,569.555
20.76,4313.068,,183.62,16.209,46.78196775,-71.27230808,77.149,-10.527,-14.952,3.154,,1,1,1,569.268
20.81,4316.912,,184.022,16.388,46.78196786,-71.27229411,76.622,-10.519,-14.977,2.355,,1,1,1,568.983
20.86,4320.73,,184.458,16.568,46.78196797,-71.27228012,76.097,-10.506,-15.002,0.174,,1,1,1,568.7
20.91,4324.522,,184.89,16.747,46.78196808,-71.27226616,75.572,-10.492,-15.027,3.44,,1,1,1,568.418
20.96,4328.288,,185.293,16.921,46.78196819,-71.27225221,75.047,-10.487,-15.051,9.99,,1,1,1,568.139
21.01,4332.027,,185.697,17.09,46.78196829,-71.27223826,74.523,-10.48,-15.076,8.088,,1,1,1,567.862
21.06,4335.74,,186.138,17.251,46.78196841,-71.27222431,73.999,-10.472,-15.1,7.18,,1,1,1,567.586
21.11,4339.427,,186.511,17.402,46.78196851,-71.27221038,73.476,-10.46,-15.124,0.742,,1,1,1,567.313
21.16,4343.088,,186.925,17.538,46.78196862,-71.27219646,72.953,-10.451,-15.148,3.748,,1,1,1,567.041
21.21,4346.722,,187.344,17.66,46.78196872,-71.27218254,72.431,-10.439,-15.171,9.313,,1,1,1,566.772
21.26,4350.331,,187.763,17.768,46.78196884,-71.27216863,71.909,-10.428,-15.195,0.485,,1,1,1,566.504
21.31,4353.913,,188.138,17.86,46.78196895,-71.27215473,71.388,-10.408,-15.218,5.763,,1,1,1,566.239
21.36,4357.47,,188.553,17.938,46.78196905,-71.27214085,70.868,-10.397,-15.241,6.143,,1,1,1,565.975
21.41,4361,,188.941,18.002,46.78196916,-71.27212695,70.349,-10.394,-15.264,2.94,,1,1,1,565.713
21.46,4364.504,,189.355,18.055,46.78196927,-71.27211308,69.829,-10.379,-15.287,7.225,,1,1,1,565.453
21.51,4367.983,,189.751,18.099,46.78196938,-71.27209922,69.311,-10.362,-15.309,3.382,,1,1,1,565.195
21.56,4371.435,,190.163,18.135,46.78196948,-71.27208536,68.793,-10.353,-15.332,6.648,,1,1,1,564.939
21.61,4374.862,,190.563,18.164,46.78196959,-71.27207151,68.275,-10.359,-15.354,2.752,,1,1,1,564.685
21.66,4378.263,,190.936,18.188,46.7819697,-71.27205768,67.757,-10.356,-15.376,7.228,,1,1,1,564.433
21.71,4381.638,,191.34,18.211,46.7819698,-71.27204385,67.239,-10.352,-15.398,6.33,,1,1,1,564.182
21.76,4384.987,,191.719,18.234,46.78196992,-71.27203002,66.722,-10.353,-15.42,5.777,,1,1,1,563.934
21.81,4388.31,,192.112,18.258,46.78197002,-71.27201621,66.204,-10.349,-15.442,4.005,,1,1,1,563.687
21.86,4391.607,,192.477,18.285,46.78197013,-71.27200239,65.687,-10.34,-15.463,9.232,,1,1,1,563.443
21.91,4394.879,,192.9,18.316,46.78197024,-71.27198859,65.17,-10.334,-15.484,6.825,,1,1,1,563.2
21.96,4398.124,,193.307,18.354,46.78197034,-71.27197479,64.654,-10.332,-15.505,3.278,,1,1,1,562.959
22.01,4401.344,,193.705,18.4,46.78197045,-71.27196099,64.137,-10.325,-15.526,2.788,,1,1,1,562.721
22.06,4404.538,,194.093,18.459,46.78197056,-71.2719472,63.621,-10.319,-15.547,9.116,,1,1,1,562.484
22.11,4407.706,,194.505,18.534,46.78197067,-71.27193341,63.105,-10.308,-15.568,1.547,,1,1,1,562.249
22.16,4410.849,,194.912,18.63,46.78197078,-71.27191963,62.59,-10.298,-15.588,4.991,,1,1,1,562.016
22.21,4413.965,,195.298,18.748,46.78197088,-71.27190586,62.076,-10.288,-15.608,8.598,,1,1,1,561.785
